operInstNm,pstTtlNm,pstRegYmd,pstCn
여성가족부,지역 여성인재의 공공부문 참여 확대를 위한 여성가족부지자체 간 협력 강화,20250320,"지역 여성인재의 공공부문 참여 확대를 위한 여성가족부지자체 간 협력 강화 21일금 시도 여성인재데이터베이스DB 운영기관 간담회 개최 여성가족부는 3월 21일금 한국프레스센터서울 중구 소재에서 시도 여성인재데이터베이스DB 운영기관 간담회를 개최한다. 이번 간담회에는 자체 여성인재데이터베이스를 보유한 7개 시도 운영기관 관계자가 참석해 여성인재데이터베이스 내 지역인재 확충과 여성인재들의 지역사회 공공부문 참여 활성화를 위한 여성가족부와 지자체 간 협력방안을 논의한다. 대전광역시, 세종특별자치시, 경기도경기여성가족재단, 강원도, 충청북도, 충청남도, 제주특별자치도 국가기관, 지방자치단체, 공공기관, 지방공사공단 등 여성가족부는 2013년부터 여성인재데이터베이스를 구축하여 각 분야 여성인재를 육성하고 사회 참여 확대를 지원하고 있다. 2024년 말 기준, 전국 17만여 명의 여성인재가 등재되어 있으며 정부위원회 위원, 국가지방 정무직 공무원, 공공기관 임원 등 공공부문 주요 직위의 후보군으로 활용되고 있다. 여성인재데이터베이스여성인재DB 의의 여성인재의 육성 및 사회참여 확대를 지원하기 위해 공공 및 민간분야에서 일정한 자격을 갖춘 여성인재에 관한 정보를 등재관리하고, 정부기관, 지자체, 공공기관 등의 임원, 위원회 위원 등 주요 직위에 추천 등 활용 근거 양성평등기본법 제28조 및 같은 법 시행령,여성인재 데이터베이스지침 현황 2024년 말 기준, 171,230명 등재자 지원 역량강화 및 연계망네트워크을 위한 특화교육, 여성정책 및 취업 관련 정보 제공 등 이번 간담회에서는 지역별 여성인재데이터베이스 구축 및 활용 현황을 공유하고, 여성가족부 여성인재데이터베이스와 지자체 데이터베이스 간 정보 공유 및 연계방안을 논의한다. 또한, 여성인재데이터베이스 활용률 향상 및 공동 홍보를 통한 인재 정보의 신규 등재 확대 방안 등을 구체적으로 모색할 예정이다. 이를 계기로 여성가족부는 아직 여성인재데이터베이스에 등재되지 않은 지역의 숨은 여성인재를 새롭게 발굴, 추천하고 지자체"
여성가족부,얘들아 아침밥 먹자! 가정 밖학교 밖 청소년 위한 따뜻한 한 끼 지원,20250319,"얘들아 아침밥 먹자! 가정 밖학교 밖 청소년 위한 따뜻한 한 끼 지원 엔에이치NH농협은행, 3억 원 기부로 4월 한 달 간 가정 밖학교 밖 청소년 아침밥 지원 여성가족부, 가정 밖학교 밖 청소년 직업훈련비 지원 확대, 일 경험 기회 제공 등 자립지원 강화 여성가족부와 엔에이치NH농협은행은행장 강태영은 21일금 오전 서울 관악구 서울시립신림남자단기청소년쉼터에서 가정 밖 청소년과 학교 밖 청소년의 건강한 성장을 돕기 위해 총 3억 원 규모의 급식지원을 위한 기부금 전달식을 갖는다. 이번 지원은 엔에이치농협은행이 가정 밖학교 밖 청소년에 대한 사회적 지지 확대를 위해 기부금을 출연하고, 여성가족부와 한국청소년상담복지개발원이 청소년을 연계하는 형태로 진행된다. 전달식에는 신영숙 여성가족부 차관, 강태영 엔에이치농협은행장, 윤효식 한국청소년상담복지개발원장이 참석해 가정 밖 청소년들에게 직접 아침밥을 배식하고 기부금을 전달할 예정이다. 4월 한 달 간 진행되는 이번 지원으로 기존에 급식을 제공1일 3식 중인 청소년복지시설에는 쌀을, 학교밖청소년지원센터에는 간식 꾸러미 등을 추가로 제공한다. 청소년복지시설 청소년쉼터, 청소년자립지원관, 청소년회복지원시설 여성가족부는 전국 지자체와 협력하여 가정 밖 청소년을 보호하는 청소년복지시설과 학교 밖 청소년을 지원하는 학교밖청소년지원센터를 운영하고 있다. 청소년복지시설169개소은 다양한 가정 내 문제로 집으로 돌아가기 어려운 가정 밖 청소년을 보호지원한다. 시설 퇴소 후 자립 지원 강화를 위해 올해 1월부터 자립지원수당을 인상월 40만 원 월 50만 원하고, 국민내일배움카드를 발급받아 직업훈련을 받는 경우 훈련비용 자부담 비율을 낮추고24년 155525년 020, 훈련비 2백만 원24년 3백만 원25년 5백만 원을 추가 지원하고 있다. 학교밖청소년지원센터222개소에서는 학교 밖 청소년의 학업 복귀, 사회 진입 등을 위한 검정고시 준비, 자격증 취득 등 학교 밖 청소년에게 필요한 맞춤형 서비스를 제공한다. 올해는 지난해 신규로 도입된 "
여성가족부,"청소년방과후아카데미와 청소년활동 연계형 늘봄학교 프로그램, 따뜻한 돌봄과 함께 청소년의 꿈과 성장을 지원한다",20250319,"청소년방과후아카데미와 청소년활동 연계형 늘봄학교 프로그램, 따뜻한 돌봄과 함께 청소년의 꿈과 성장을 지원한다 355개 청소년방과후아카데미, 방과 후 돌봄활동 종합서비스 제공 전국 38개 학교 1,400여명 대상, 청소년활동 연계형 늘봄학교 프로그램 운영 여성가족부는 신학기를 맞아 안전한 돌봄과 함께 흥미롭고 다양한 활동 프로그램을 제공하는 청소년방과후아카데미와 청소년활동 연계형 늘봄학교 프로그램을 본격 운영한다. 청소년방과후아카데미는 방과 후 돌봄이 필요한 초등학교 4학년에서 중학교 3학년 청소년을 대상으로 자기개발을 위한 체험활동과 학습지원, 캠프, 급식상담 등 종합적인 방과 후 돌봄활동 서비스를 제공하는 프로그램으로 2005년부터 운영되고 있다. 올해는 전국 청소년수련시설 등 355개 기관에서 1만 4천여 명의 청소년에게 디지털 리터러시 교육, 소프트웨어대화형 인공지능SWAI 기반 디지털 체험활동, 지역 단체학교와 연계한 진로체험 등 기관별로 특성에 맞는 다양한 프로그램을 제공할 계획이다. 청소년방과후아카데미는 안전한 돌봄과 청소년의 수요를 고려한 프로그램을 제공하고 있어 이용자 만족도가 높고 긍정적 평가를 받고 있다. 지난해 실시한 2024년 청소년방과후아카데미 효과만족도 조사 결과에 따르면, 청소년방과후아카데미를 이용한 청소년의 만족도는 83.8점, 보호자 만족도는 87.5점으로 23년청소년 82.9점, 보호자 86.4점보다 점수가 높아진 것으로 나타났다. 여성가족부는 부모들이 안심하고 자녀를 맡길 수 있도록 더욱 안전한 이용 환경을 조성하기 위해 노력하고 있다. 2019년부터 운영기관별 전자출결시스템 설치를 의무화하여 청소년들의 시설 출입 시 보호자들에게 문자 알림 서비스를 제공하고 있으며 올해 4월부터는 통학버스 귀가를 마친 후에 알림 문자를 추가로 발송할 예정이다. 또한, 종사자의 정신건강 증진과 직무 스트레스 해소를 위해 직무 소진 예방 교육을 강화하고, 상담치유 프로그램을 운영하는 등 청소년을 지도하는 종사자의 자질향상과 전문성 제고를 위한 제"
여성가족부,학교 밖 청소년 전용공간 늘리고 자립기반 강화 한다,20250106,"학교 밖 청소년 전용공간 늘리고 자립기반 강화 한다 7일화, 강서구 학교밖청소년지원센터 종사자 간담회 개최 학교 밖 청소년 자립취업 위한 디지털 기반 전문직업훈련 및 일경험 기회 확대 최문선 여성가족부 청소년정책관은 7일화 오후 서울시 강서구 학교밖청소년지원센터이하 꿈드림센터를 방문해 학교 밖 청소년 지원정책 추진현황을 살피고 현장 의견을 청취한다. 여성가족부는 전국 222개 꿈드림센터에서 학교 밖 청소년의 학업 복귀, 사회 진입 등을 위한 검정고시 준비, 자격증 취득 등 학교 밖 청소년에게 필요한 맞춤형 서비스를 제공하고 있다. 검정고시 합격, 대학진학 등 학업복귀 14,591명24. 11. 기준 취업, 직업훈련, 자격증 취득 등 사회진입 3,899명24. 11. 기준 강서구 꿈드림센터는 학교 밖 청소년 검정고시 특강반, 11 학습 지도 등을 운영하고 있으며, 지난해에 검정고시에 응시한 학교 밖 청소년 86명 중 78명이 시험에 합격하는 성과를 거두었다. 특히, 23년에 학교 밖 청소년 전용공간인 꿈틀 제작소를 조성하여, 다양한 교육과 체력증진 활동을 운영하고 있으며, 지역 내 사업장과 연계한 직장체험 등을 지원해 지난해 5명이 취업에 성공했다. 여성가족부는 25년 학교 밖 청소년의 학습과 진로 활동 지원 강화를 위해 학교 밖 청소년 전용공간을 64개24년 59개로 늘리고 청소년이 선호하는 디지털 기반 전문 직업훈련 과정과 일경험 기회를 추가하는 등 자립취업 지원서비스를 확대할 예정이다. 취업을 희망하는 1524세 학교 밖 청소년 대상 직업훈련 수강료 및 일경험 운영비 지원 또한,학교밖청소년법개정24.9월 시행으로 학업중단 청소년의 정보를 사전 정보제공 동의 없이도 꿈드림센터로 연계할 수 있는 대상이 초중학교 단계에서 고등학교 단계 청소년까지 확대되어, 더 많은 학교 밖 청소년이 신속히 지원을 받을 수 있을 것으로 기대된다. 최문선 여성가족부 청소년정책관은 학교 밖에서 꿈을 위해 노력하는 우리 청소년들을 응원한다.라며, 앞으로도 여성가족부는 학교 밖 청소년이"
여성가족부,"1366 통합지원단 11개 지역으로 확대, 복합피해자 통합서비스 접근성 개선",20250319,"1366 통합지원단 11개 지역으로 확대,복합피해자 통합서비스 접근성 개선 20일목, 11개 통합지원 사업 운영 기관 대표자 간담회 개최, 복합피해자 지원의 사각지대 해소방안 논의 여성가족부는 20목일 여성폭력 피해자 광역단위 통합지원 사업이하 통합지원 사업 운영기관으로 여성긴급전화1366 센터 11곳을 선정했다고 밝혔다. 여성긴급전화1366 부산인천대전울산경기충북충남전남경북경남제주 센터 통합지원 사업은 국정과제 5대 폭력 피해자 보호지원 강화의 추진과제로 여성폭력 복합피해자 등에 대한 지원의 사각지대를 해소하고 서비스 접근성을 높이기 위해 추진하는 사업이다. 여성폭력 피해자 광역단위 통합지원 사업1366통합지원단 개요 추진배경 여성폭력 피해자 지원체계는 유형별성폭력가정폭력성매매 등로 구축되어 복합피해자스토킹교제폭력디지털성범죄가 일일이 지원기관을 찾아다니는 어려움 해소를 위해 도입 추진경과 22년 사업모델 개발 23년 시범사업2개소 24년 본격 추진5개소 사업내용 24시간 365일 서비스를 지원하는 1366센터에 통합지원단을 신설하여 복합피해를 입은 피해자에게 지원기관이 협력해 15일 이내에 통합원스톱서비스 지원 23년 시범사업 및 24년 본사업 등 지난 2년간 고난도 복합피해자 236명남 30명, 여 206명에게 1,150건의 통합서비스를 지원하고, 1,057개 기관이 참석한 통합사례회의 및 86건의 업무협약을 추진해 지원기관 간 협력을 강화하였다. 지난해 11월에는 고난도 복합피해자에 대한 통합지원체계 최초 구축, 피해자 만족도 제고, 운영지역 확대 등의 성과를 인정받아 2024년 적극행정 우수사례 경진대회주관 인사혁신처, 행정안전부, 국무조정실 공동에서 최우수상국무총리상 기관 표창을 받은 바 있다. 올해부터 통합지원 사업 추진방식이 직접사업에서 지자체 경상보조사업으로 변경되어 사업의 지속성이 강화되었다. 2324 직접사업국비 100, 중앙에서 매년 공모를 거쳐 사업 운영기관 선정 25 지자체 경상보조국비50, 지방비50, 국비와 지방비 매칭사업으로 지자체"
여성가족부,성희롱 방지 조직문화 진단으로 공공부문 성희롱 재발 방지 강화,20250318,"성희롱 방지 조직문화 진단으로 공공부문 성희롱 재발 방지 강화 19일수20일목, 2025년 성희롱 방지 조직문화 진단 선정기관 대상 사업설명회 개최 올해 선정된 101개 기관 대상 조직문화 진단 실시 여성가족부는 한국여성인권진흥원과 함께 19일수과 20일목 오전 10시 2025년 성희롱 방지 조직문화 진단 사업 설명회이하 설명회를 온라인으로 개최한다. 설명회에는 성희롱 방지 조직문화 진단 선정기관 관계자 등 100여 명이 참석하여, 올 한해 조직문화 진단 사업의 중점 추진 방향을 공유한다. 여성가족부는 공공부문의 성희롱 재발방지를 위해 국가기관, 기초광역 지자체와 공공기관을 대상으로 조직문화를 진단하고, 이를 바탕으로 개선사항을 권고하고 있다. 참여 기관은 성희롱 방지 규정 및 사건 대응체계, 예방활동의 충실성, 구성원의 성희롱 관련 인식경험대처능력 등 조직문화 전반에 걸쳐 상담법률노무 등 관련 분야 전문가의 진단을 받게 된다. 여성가족부와 한국여성인권진흥원은 지난 2월에 실시한 성희롱 방지 조직문화 진단 수요조사 결과를 반영해 올해 국가기관, 공공기관 등 101개 기관을 우선 선정하여 지원할 계획이다. 국가기관 16개, 지자체 3개, 공직유관단체 82개 등 향후 진단 결과와 개선권고 사항을 통보받은 기관은 이를 바탕으로 개선계획을 수립제출하여야 하며, 여성가족부는 각 참여기관의 개선계획 이행을 점검모니터링할 예정이다. 지난해에는 총 115개 기관을 대상으로 조직문화를 진단하여, 기관의 특성에 맞는 개선과제를 도출하고 기관별 진단결과와 함께 개선권고 사항을 통보했다. 국가기관 15개, 지자체 2개, 공직유관단체 98개 등 각 기관에서는 개선권고 사항을 반영하여 피해자 보호 및 2차 피해 방지를 위한 성희롱 방지 규정 및 계획 개정, 고충상담창구 운영 체계화, 구성원 대상 안내 강화 등의 노력을 하고 있는 것으로 나타났다. 기관은 조직문화 진단 실태조사 결과 성희롱 고충상담창구에 대한 구성원 인지도가 낮은 것으로 나타나, 홍보지리플릿, 스티커 등 온오프라인 홍보"
여성가족부,"일과 생활이 조화로운 양성평등한 조직문화, 공공부문이 앞장섭니다",20250312,"일과 생활이 조화로운 양성평등한 조직문화, 공공부문이 앞장섭니다 2025년 양성평등 조직문화 조성 사업 참여 기관 수요조사3.133.27 올해부터 공직유관단체까지 지원 대상 확대 여성가족부는 3월 13일목부터 3월 27일목까지 중앙행정기관, 지방자치단체, 공공기관, 공직유관단체 등 공공부문을 대상으로 2025년 양성평등 조직문화 조성 사업 참여 기관 수요조사를 실시한다고 밝혔다. 양성평등 조직문화 조성 사업은 공공부문 조직구성원의 양성평등 의식을 제고하고 양성평등 관점에서 정책을 추진하기 위해 조직문화 진단 및 개선을 지원하는 사업으로, 20년 일부 지자체 대상 시범사업을 시작으로 공공부문 전반으로 꾸준히 대상을 확대해 왔으며, 올해부터는 공직유관단체까지 지원 대상에 포함하였다. 2122 지자체광역기초, 중앙행정기관 23 공공기관 추가 25 공직유관단체 추가 올해는 165개 기관을 선정하여 인사직무배치일생활 균형 등 영역별 조직문화 진단 및 맞춤형 개선안 발굴, 개선계획 수립 및 개선 이행을 지원할 예정이다. 신규 조직진단 60개 기관, 개선 지원 50개 기관, 이행 지원 55개 기관 사전단계 조직문화 진단1년차 개선지원2년차 이행지원3년차 조직문화 사업 안내 수요기관 파악 및 참여기관 선정 조직문화 진단도구 완성 기관별 행정통계 분석 구성원 전체 설문조사 그룹별 면접조사 기관별 조직진단 결과 컨설팅 및 개선안 도출 개선 방안 간담회 구체적 개선 방안 컨설팅 자문 자체 개선계획 수립 지원 개선계획 이행 추진 현황 파악 및 지원 개선 이행 컨설팅 사업의 효과성 분석 조민경 여성가족부 여성정책국장은 양성평등 조직문화 조성사업이 개인의 다양한 특성을 조직에 포용하여 혁신을 촉진하고, 남녀가 함께 일하고 성장하는 조직으로 발전하는 기반이 되어 참여기관에 실질적인 도움이 될 것으로 기대한다.라며 공공부문을 시작으로 일생활이 조화로운 행복한 일터 문화가 사회전반으로 확산되어 양성평등한 사회가 구현될 수 있도록 참여기관과 수시로 소통하며 지원하겠다.라고 밝혔다. 사전단계 "
여성가족부,"성범죄자 취업제한 대상 아동청소년 관련기관57만개소, 390만명 전수 점검 실시",20250318,"성범죄자 취업제한 대상 아동청소년 관련기관57만개소, 390만명 전수 점검 실시 성범죄 경력 취업제한명령 위반자 127명 적발 적발기관 명칭 및 주소, 조치내용 등 성범죄자 알림이e에 공개 여성가족부는 지난해 4월부터 12월까지 교육부, 지자체, 교육청 등 관계기관과 함께 전국 학교, 사교육시설학원, 교습소, 체육시설 등 아동청소년 관련기관을 대상으로 성범죄 경력자 취업 여부를 점검한 결과, 위반자 127명을 적발했다고 밝혔다. 아동청소년의 성보호에 관한 법률이하 청소년성보호법 제56조 제1항 각호에 따른 기관 청소년성보호법에 따르면 성범죄로 법원으로부터 취업제한 명령을 선고 받은 사람은 취업제한 기간 동안 아동청소년 관련기관을 운영하거나 취업할 수 없다. 이는 아동청소년 관련기관에 성범죄자의 접촉을 차단하여 아동청소년이 성범죄에 노출될 위험을 예방하기 위한 것이다. 이에 따라, 아동청소년 관련기관의 장은 그 기관에 취업 또는 사실상 노무를 제공하려는 사람에 대하여 성범죄 경력을 확인법 제56조제5항하여야 하며, 중앙행정기관, 지자체, 교육청 등은 취업제한 기간 중인 성범죄 경력자가 아동청소년 관련기관을 운영하거나 해당 기관에 취업하였는지 여부 등을 연 1회 이상 점검법 제57조하여야 한다. 아동청소년 관련기관의 장이 종사자 등에 대해 성범죄 관련 범죄 경력을 확인하지 않은 경우 500만 원 이하의 과태료 부과청소년성보호법 제67조 제3항 이를 매년 점검하는 것은 아동청소년 관련기관을 운영 또는 취업 당시에는 성범죄 경력이 없었으나, 취업 이후 취업제한 명령을 받았음에도 그 사실을 숨기고 기관에서 계속 일을 하는 것을 방지하기 위해서다. 법적근거청소년성보호법제57조 점검기관 중앙행정기관 및 지자체시도 및 시군구, 교육청 등 점검대상청소년성보호법제56조제1항 각호에 따른 아동 청소년 관련기관 등의 운영자 및 종사자 학교, 학원, 어린이집, 병원, 체육시설, 청소년활동시설 등 점검내용 운영자 또는 종사자의 성범죄 경력조회 취업제한 해당 여부 조치사항 성범죄자 적발"
여성가족부,양성평등 문화 확산을 위해 헌신한 공로자를 찾습니다,20250317,"양성평등 문화 확산을 위해 헌신한 공로자를 찾습니다 4월 18일금까지 2025년 양성평등 진흥 유공 포상 후보자 추천 접수 여성가족부는 우리 사회의 양성평등 문화 확산을 위해 헌신해 온 공로자를 발굴하고 격려하기 위해 2025년 양성평등 진흥 유공 포상 후보자를 공모한다. 국민 누구나 포상 후보자를 추천할 수 있으며, 4월 18일금까지 공문 또는 전자우편fox0505korea.kr으로 추천하면 된다. 추천 대상은 양성평등 기반 강화, 양성평등 의식 및 문화 확산, 여성의 사회참여 확대 및 권익 증진 등 양성평등 촉진에 기여한 개인단체기업 등이며, 훈격별 필수 공적기간 이상을 활동한 사람이다. 구 분 훈 장 포 장 대통령 표창 국무총리 표창 장관표창 공적활동기간 15년 이상 10년 이상 5년 이상 2년 이상 작성양식 등 세부 사항은 여성가족부 누리집www.mogef.go.kr 알림소식 공지공고 게시판 참고 추천을 받은 후보자 중 공개검증, 공적심사 등의 과정을 거쳐 최종 선정된 유공자에게는 2025년 양성평등주간 기념식9월 초 예정에서 포상을 수여할 예정이다. 올해 포상 규모는 정부포상훈장, 포장, 대통령표창, 국무총리표창 16점과 여성가족부 장관표창 35점 등 총 51점이다. 포상 규모는 관계기관과의 규모 협의 과정에서 일부 변경될 수 있음 지난해에는 여성생명과학기술포럼, 한국여성과학기술인회총연합회 등에서 활동하며 여성 인재 양성, 여성 과학자들의 연구 여건 개선 등에 기여한 박현성 서울시립대 생명과학과 교수가 홍조 근정훈장을, 20여년 이상 현장에서 활동하며 성폭력 예방 교육 활동 등을 통해 양성평등 및 폭력에 대한 올바른 이해와 인식 변화를 위해 헌신한 신순재 김해성폭력상담소 대표가 국민훈장 목련장을 받은 바 있다. 조민경 여성가족부 여성정책국장은 우리 사회 곳곳에서 묵묵히 양성평등 촉진을 위해 헌신하고 계신 분들의 이야기가 정부포상을 통해 조명될 수 있도록 후보자를 적극적으로 추천해 주시기 바란다.라고 말했다. 구 분 훈 장 포 장 대통령 표창 국무총리 "
여성가족부,새학기 맞아 국립청소년수련원 시설물 해빙기 안전관리 실태 점검,20250314,"새학기 맞아 국립청소년수련원 시설물 해빙기 안전관리 실태 점검 17일월, 국립평창청소년수련원 사전점검 최은주 여성가족부 청소년정책관은 3월 17일월 오후 강원도 소재 국립평창청소년수련원을 방문하여 운영현황을 살피고 모험시설 등 시설물 안전관리 상황을 점검한다. 이번 점검은 4월부터 6월까지 실시하는 청소년수련시설 집중안전점검에 대비하기 위한 사전점검의 일환으로, 새학기 및 해빙기를 맞이하여 본격적으로 실시되는 학교단체 청소년수련활동이 보다 안전하게 진행될 수 있도록 위험요인을 선제적으로 해소할 예정이다. 국립평창청소년수련원은 98년 11월 개원한 우리나라 최초의 국립청소년수련시설로서 천체관측실, 실내모험시설, 인공암벽장, 집라인 등의 활동시설을 갖추고 있으며, 이를 활용한 다양한 프로그램을 개발보급하고 있다. 최은주 청소년정책관은 안전사고는 사전에 예방하는 것이 매우 중요하다. 국립청소년수련원을 찾아오는 모두가 안심하고 체험활동을 즐길 수 있도록 시설물 안전관리에 만전을 기해 나가겠다.라고 밝혔다."
여성가족부,"여성가족부, 제2기 2030자문단 발대식 개최",20250206,"여성가족부, 제2기 2030자문단 발대식 개최 양성평등가족청소년권익증진 4개 분야 청년 목소리 청취 여성가족부는 7일금 오후 2시 정부서울청사에서 제2기 2030자문단이하 자문단 발대식을 개최해 자문단원에게 위촉장을 수여하고 25년 자문단 운영계획 등을 논의한다. 제2기 자문단은 청년보좌역을 포함해 대학생, 청소년상담사, 사회복지시설 종사자, 교사 등 다양한 경력을 가진 2030대 청년 총 21명으로 구성되었다. 자문단은 앞으로 1년간 여성가족부 정책을 모니터링하고 청년세대의 생생한 의견을 전달하는 등 여성가족부와 청년세대 간 소통창구 역할을 수행할 계획이다. 올해 자문단은 기존의 양성평등가족청소년 3개 분과에 권익증진 분과를 신설하여 총 4개 분과로 나뉘어 운영되며, 아이돌봄양육비 지원, 일가정 양립, 위기 청소년 지원, 디지털 성범죄 대응 등에 대한 정책토론, 정례회의, 현장방문 등을 통해 활발한 활동을 이어갈 계획이다. 또한 한국양성평등교육진흥원, 한국건강가정진흥원, 한국청소년상담복지개발원, 한국청소년활동진흥원, 한국여성인권진흥원 등 여성가족부 산하기관과의 협력 활동도 추진한다. 신영숙 여성가족부 차관은 2030자문단은 청년세대의 목소리를 여성가족부에 전달하는 가교 역할을 위해 구성되었으며, 작년 제1기 자문단은 청년 모니터링 요원제 도입과 민간협력 사회공헌 활동 등 의미 있는 성과를 창출했다.고 말했다. 이어 올해 제2기 자문단은 아이돌봄 서비스 강화, 위기 청소년 지원, 디지털 성범죄 대응 등 여성가족부 중점 정책과제를 바탕으로 정책제안을 활발히 이어나갈 계획이며, 저출생 극복, 약자보호, 안전한 사회 조성이라는 여성가족부의 세 가지 정책 목표 달성을 위해 청년세대와 적극 협력해 나가겠다.고 밝혔다."
여성가족부,미성년 자녀가 성년에 이를 때까지 양육비 선지급 등 양육비이행법 하위법령 입법예고,20250310,"미성년 자녀가 성년에 이를 때까지 양육비 선지급 등 양육비이행법 하위법령 입법예고 양육비 선지급 신청 및 중지 요건, 선지급 기간, 선지급금 회수 절차, 부정수급 환수절차 등을 담은 양육비이행법 시행령 및 시행규칙 일부개정령안 입법예고3.11.4.21. 여성가족부는 24.10.16. 개정된 양육비 이행확보 및 지원에 관한 법률이하 양육비이행법의 시행25.7.1.을 앞두고, 양육비 선지급제 시행에 필요한 구체적 사항을 담은 양육비이행법 시행령 및 시행규칙 일부개정령안을 3월 11일부터 4월 21일까지 입법예고한다. 이번 개정령안은 양육비이행심의위원회 및 양육비 선지급 제도 추진 준비단 논의, 관계부처전문가 등의 의견수렴을 거쳐 마련되었다. 양육비이행법 제6조에 따라 여성가족부 차관을 위원장으로 관계부처 및 민간전문위원으로 구성되어 양육비 이행확보 제도에 관한 사항 등을 심의의결하는 위원회 양육비 선지급제 운영에 관한 의견수렴을 위한 양육비이행관리원 주관의 실무그룹으로 여성가족부, 양육비이행관리원, 전문가 등으로 구성 양육비 선지급이란 양육비를 이행 받지 못하는 양육비 채권자의 신청을 받아 국가가 먼저 양육비를 지급하고 추후 채무자로부터 회수하는 제도로, 한부모가족의 안정적인 양육환경 조성 및 비양육자 양육책임 강화에 기여할 것으로 기대된다. 개정령안의 주요 내용은 아래와 같다. 양육비 선지급 신청요건 구체화시행령안 제17조의5 24.10.16. 개정된 양육비이행법은 양육비 채권자가 양육비를 이행 받지 못하고, 가구의 소득인정액이 기준중위소득 150 이하이며, 양육비 이행확보를 위한 노력을 한 경우에 한해 양육비 선지급을 신청할 수 있도록 하고 있고, 양육비 채무 불이행 요건 및 양육비 이행확보 노력 요건을 구체화하도록 시행령에 위임하고 있다. 24.10.16. 개정된 양육비이행법제21조의6의 양육비 선지급 신청 요건 각 호 모두 해당 시 1. 양육비를 정기적으로 지급할 의무가 있는 양육비 채무자가 대통령령으로 정하는 기간 또는 횟수 이상 양육비 채무를 이행하지 "
여성가족부,"아이돌봄사 국가자격제, 민간 서비스기관 등록제 도입 법안 국회 여가위 통과",20250306,"아이돌봄사 국가자격제, 민간 서비스기관 등록제 도입 법안 국회 여가위 통과 6일목, 아이돌봄 지원법 개정안 국회 여가위 통과 여성가족부는 6일목 아이돌봄사 국가자격제와 민간 아이돌봄 서비스제공기관 등록제 도입 근거를 담은 아이돌봄 지원법 개정안이 국회 여성가족위원회 전체회의를 통과했다고 밝혔다. 정부는 그간 국정과제로 채택한 안전하고 질 높은 양육환경 조성을 위해, 아이돌봄 서비스 고도화 방안23.2월 등을 통해 돌봄인력 국가자격제와 민간 서비스제공기관 등록제 도입을 발표한 바 있다. 국가자격제는 표준교육과정을 이수한 사람 중 인적성 검사를 받은 사람에게 여성가족부장관이 아이돌봄사 국가자격증을 발급하는 제도이며, 민간 서비스제공기관 등록제는 민간 아이돌봄 업체가 일정한 법적 요건을 갖추어 정부에 자율적으로 등록할 수 있도록 함으로써 등록기관이 소속 돌봄인력에 대한 관리권한범죄경력조회 등을 가질 수 있게 하는 제도이다. 아이돌봄사 국가자격제가 도입되면 전문 교육과정을 이수하여 역량이 입증된 돌봄인력이 공공 뿐 아니라 민간 영역에서도 활동할 수 있게 된다. 한편 민간 아이돌봄 서비스제공기관은 그간 입법 사각지대에 놓여있어 별도의 공적 관리가 이루어지지 않던 상황이었다. 이번 개정안에 따르면 적법하게 정부에 등록한 민간 아이돌봄업체는 소속 돌봄인력에 대한 범죄경력조회를 여성가족부에 요청할 수 있는 법적 권한을 부여받게 된다. 아동복지법 제17조금지행위 위반에 따른 같은 법 제71조제1항의 죄, 성폭력범죄의 처벌 등에 관한 특례법 제2조에 따른 성폭력범죄, 아동청소년의 성보호에 관한 법률 제2조제2호에 따른 아동청소년대상 성범죄, 아동복지법 제3조제7호의2에 따른 아동학대관련범죄 이외에도 개정안에는 지자체장의 아이돌봄서비스제공기관 지정운영의무 신설, 타인에게 위해를 끼칠 우려가 있는 질병이 있는 사람은 아이돌봄사 또는 육아도우미로 활동할 수 없도록 하는 근거 마련, 민간 등록기관의 안전조치의무 신설, 아이돌봄서비스제공기관 종사자의 결격사유 신설 등의 내용이 담겼다. "
